id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSURldGRxNHRnRRAB,,5 months ago,2023-03-20 21:29:07.387503,4.0,Adam Burns,0,0,https://www.google.com/maps/contrib/106598405942696191038/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURlMlpmWllnEAE,,5 months ago,2023-03-20 21:29:07.388423,5.0,Chee Wei Yap,0,0,https://www.google.com/maps/contrib/108175211267394714289/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNlcDVmNkZBEAE,,5 months ago,2023-03-20 21:29:07.389504,4.0,Jan Snijder,0,0,https://www.google.com/maps/contrib/100647649211591947997/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURlb2VqTDZ3RRAB,,5 months ago,2023-03-20 21:29:07.390462,5.0,jose hormese,0,0,https://www.google.com/maps/contrib/104168496521128029823/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURlN3ZXcFJnEAE,Horrible customer service by one of the staff (Laura) no communication at all very cold service. Portion sizes small for the price charged. Ambiance was good. Sat outside by the …,5 months ago,2023-03-20 21:29:07.391366,2.0,Ahmed manji,0,0,https://www.google.com/maps/contrib/116844505046145016073/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURlenR2SDN3RRAB,"Was very average, not really busy and boring.",5 months ago,2023-03-20 21:29:14.323323,3.0,Rob Köppen,0,0,https://www.google.com/maps/contrib/102457473946354225742/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURleHEyNEJnEAE,Staffs are all great..staff My is doing awesome .. and always attentive on all tables around her..,5 months ago,2023-03-20 21:29:14.324079,5.0,Los Seyer,0,0,https://www.google.com/maps/contrib/101826099317808028017/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURlLXJmOWNnEAE,Good location but ordinary restaurant.,5 months ago,2023-03-20 21:29:14.324901,2.0,LKS Post,0,0,https://www.google.com/maps/contrib/117871623042291808321/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURldXNYbW9BRRAB,Overpriced beer,5 months ago,2023-03-20 21:29:14.325736,1.0,Stéphane GIGAULT,0,0,https://www.google.com/maps/contrib/104185747591029833096/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURlaXRTMXV3RRAB,,5 months ago,2023-03-20 21:29:14.326391,5.0,dimitrios tsiokos,0,0,https://www.google.com/maps/contrib/113442180402719219943/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURlOHBYYWJBEAE,,5 months ago,2023-03-20 21:29:14.327013,5.0,Marius Klug,0,0,https://www.google.com/maps/contrib/104945595814757918485/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURla3VqVHFRRRAB,"I just came here because the other places had a long queue. To be honest, it is quite a lovely place. If you're looking for somewhere with short queue and isn't too noisy.",5 months ago,2023-03-20 21:29:14.327653,3.0,JIA WEI CHOO,0,0,https://www.google.com/maps/contrib/109648316596828256653/reviews?hl=en-US
